FULLBARCODE,ITEMNAME,ISWEIGHT,PRICEEX1,FLDPRICEUNIT,UNITID,UNITNAME,UNITQTYX100,FPRICEEX4,FULLDESCRIPTION,PROMONUM,DESCRIPTION,STARTDATE,STARTTIME,ENDDATE,ENDTIME,ISWEIGHTEDPROMO,ADDITIONALISCOUPON,ADDITIONALGIFTCOUNT,MINPURCHASEAMOUNT,MINQTY,MINAMOUNT,MAXQTY,DISCOUNTTYPE,DISCOUNTRATE,DISCOUNTEDPRICE,DISCOUNTEDPRICEPERUNIT,CLUBID,ADDITIONALINFO,PROMOTYPE,PROMOTYPENAME,PROMOSUBTYPE,PROMOSUBTYPENAME,LASTINLIST
0693493037600,בטון דה ברג'ר שלם,0,3690,0,,יחידה,0,0,בטון דה ברג'ר שלם,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037617,סרוולד פרוס,0,2790,0,,יחידה,0,0,סרוולד פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037624,סלמי כמהין פרוס,0,2790,0,,יחידה,0,0,סלמי כמהין פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037631,סלמי טוניסאי פרוס,0,2790,0,,יחידה,0,0,סלמי טוניסאי פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037648,סלמי צ'וריסו פרוס,0,2790,0,,יחידה,0,0,סלמי צ'וריסו פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037655,ג'אנדארם פרוס,0,2790,0,,יחידה,0,0,ג'אנדארם פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037679,ביף ג'רקי פיקנטי,0,2990,0,,יחידה,0,0,ביף ג'רקי פיקנטי,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037686,פרושוטו,0,2690,0,,יחידה,0,0,פרושוטו,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037693,ברזאולה,0,2690,0,,יחידה,0,0,ברזאולה,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037709,רוסטביף,0,2590,0,,יחידה,0,0,רוסטביף,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037716,פנצ'טה עגל,0,2990,0,,יחידה,0,0,פנצ'טה עגל,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037723,קרפציו אנטריקוט מעוש,0,4790,0,,יחידה,0,0,קרפציו אנטריקוט מעושן,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037730,פייקון טלה,0,2590,0,,יחידה,0,0,פייקון טלה,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037747,קורנביף,0,2590,0,,יחידה,0,0,קורנביף,,,,,,,,,,,,,,,,,,,,,,,,1
0693493037754,סלמי ירושלמי פרוס,0,2790,0,,יחידה,0,0,סלמי ירושלמי פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0693493048972,שבבי פקאן,0,4490,0,,יחידה,0,0,שבבי פקאן,,,,,,,,,,,,,,,,,,,,,,,,1
0693493048996,שבבי אלון,0,4490,0,,יחידה,0,0,שבבי אלון,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085038,נקניק מורטדלה פרוס,0,2990,0,,יחידה,0,0,נקניק מורטדלה פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085045,נקניקיות פרנקפורט,0,2990,0,,יחידה,0,0,נקניקיות פרנקפורט,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085052,פקניה,0,4690,0,,יחידה,0,0,פקניה,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085069,סלמי פיגטלי טלה פרוס,0,2790,0,,יחידה,0,0,סלמי פיגטלי טלה פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085076,בילטונג ציידים,0,2990,0,,יחידה,0,0,בילטונג ציידים,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085090,בילטונג פיקנטי,0,2990,0,,יחידה,0,0,בילטונג פיקנטי,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085137,נקניקיית פקניה,0,2990,0,,יחידה,0,0,נקניקיית פקניה,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085144,חמון עגל,0,4690,0,,יחידה,0,0,חמון עגל,,,,,,,,,,,,,,,,,,,,,,,,1
0693493085168,נקניק ציידים,0,4990,0,,יחידה,0,0,נקניק ציידים,,,,,,,,,,,,,,,,,,,,,,,,1
0693493119504,פחם פרימיום דרום אמר,0,2490,0,,יחידה,0,0,פחם פרימיום דרום אמריקאי 2 קג,,,,,,,,,,,,,,,,,,,,,,,,1
0693493140560,נייר קצבים קרנבורים,0,12990,0,,יחידה,0,0,נייר קצבים קרנבורים,,,,,,,,,,,,,,,,,,,,,,,,1
0693493140584,סכין קרניבורים כתומה,0,33000,0,,יחידה,0,0,סכין קרניבורים כתומה מהודרת,,,,,,,,,,,,,,,,,,,,,,,,1
0693493140607,מלקחיים קרנובורים,0,0,0,,יחידה,0,0,מלקחיים קרנובורים,,,,,,,,,,,,,,,,,,,,,,,,1
0707596280204,בלו נאן פינק,0,4490,599,,יחידה,75000,0,בלו נאן פינק,1213133,בלו נאן פינק/ריזלינג/אותנטיק 3ב 100,2021-11-16,00:00:00,2022-04-03,23:59:00,,,,,3,,,,,100,33.33,,,4,מחיר קבוע,1,רגיל,1
0719346065405,פנטזי בריטני ספירס א,0,12990,0,,יחידה,0,0,פנטזי בריטני ספירס א.ד.פ  100 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0721733000715,פטרון אנייחו טקילה,0,19990,2856,12,100 מל,70000,0,פטרון אנייחו טקילה,,,,,,,,,,,,,,,,,,,,,,,,1
0721733000722,פטרון רפוסדו טקילה,0,18990,2713,12,100 מל,70000,0,פטרון רפוסדו טקילה,,,,,,,,,,,,,,,,,,,,,,,,1
0721733000739,פטרון סילבר טקילה 70,0,16990,2427,12,100 מל,70000,0,פטרון סילבר טקילה 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901900,קרש חיתוך טבעי 1.30,0,49990,0,,יחידה,0,0,קרש חיתוך טבעי 1.30 מ' עם חריץ,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901909,קרש חיתוך טבעי 1.30,0,49990,0,,יחידה,0,0,קרש חיתוך טבעי 1.30 עם חריץ,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901916,קרש חיתוך טבעי 1.00,0,39990,0,,יחידה,0,0,קרש חיתוך טבעי 1.00 מ' עם חריץ,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901923,קרש חיתוך טבעי 70 ס,0,29990,0,,יחידה,0,0,קרש חיתוך טבעי 70 סמ עם חריץ,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901930,קרש חיתוך אגוז אפרקא,0,17990,0,,יחידה,0,0,קרש חיתוך אגוז אפרקאי,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901947,קרש חיתוך עם ידית א.,0,26990,0,,יחידה,0,0,קרש חיתוך עם ידית א.אמריקאי-גדול,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901954,קרש חיתוך עם ידיתאלו,0,24990,0,,יחידה,0,0,קרש חיתוך עם ידיתאלון גדול,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901978,קרש חיתוך 50 סמ עם,0,19990,0,,יחידה,0,0,קרש חיתוך 50 סמ עם חריץ,,,,,,,,,,,,,,,,,,,,,,,,1
0722713901985,קרש חיתוך פיסם יבוא,0,19990,0,,יחידה,0,0,קרש חיתוך פיסם יבוא,,,,,,,,,,,,,,,,,,,,,,,,1
0729001286901,מנגל שחור+רשת,0,5000,0,,יחידה,0,0,מנגל שחור+רשת,,,,,,,,,,,,,,,,,,,,,,,,1
0729001537526,תערובת פרימיום ראב מ,0,1590,0,,יחידה,0,0,תערובת פרימיום ראב ממפיס,,,,,,,,,,,,,,,,,,,,,,,,1
0729001537540,תערובת פרימיום מונטר,0,1590,0,,יחידה,0,0,תערובת פרימיום מונטראול האווס,,,,,,,,,,,,,,,,,,,,,,,,1
0729001537588,מלח גס טבעי,0,1290,0,,יחידה,0,0,מלח גס טבעי,,,,,,,,,,,,,,,,,,,,,,,,1
0729001537849,מלח עם פלפל שחור,0,1290,0,,יחידה,0,0,מלח עם פלפל שחור,,,,,,,,,,,,,,,,,,,,,,,,1
0729005168369,תירוש ענבים 750 מל,0,1290,172,12,100 מל,75000,0,תירוש ענבים 750 מל,1220032,תירוש ענבים 750 מ ל 2 ב 20,2022-03-01,00:00:00,2022-05-01,23:59:00,,,,,2,,,,,20,10,,,4,מחיר קבוע,1,רגיל,1
0733619012873,כלי למילוי מרובע בעי,0,2500,0,,יחידה,0,0,כלי למילוי מרובע בעיטור פסים,,,,,,,,,,,,,,,,,,,,,,,,1
0733619013054,ספל פורצלן+הדפס פנימ,0,1190,0,,יחידה,0,0,ספל פורצלן+הדפס פנימי באהבה,,,,,,,,,,,,,,,,,,,,,,,,1
0733619013122,ספל פורצלן+הדפס פנימ,0,1700,0,,יחידה,0,0,ספל פורצלן+הדפס פנימי LOVE YOU,,,,,,,,,,,,,,,,,,,,,,,,1
0733619097238,פרח סבון ורד לבן+ריח,0,490,0,,יחידה,0,0,פרח סבון ורד לבן+ריח,,,,,,,,,,,,,,,,,,,,,,,,1
0736040014294,הרי גליל מרלו 19 עבר,0,3490,465,12,100 מל,75000,0,הרי גליל מרלו 19 עברית 750מל,,,,,,,,,,,,,,,,,,,,,,,,1
0736040536703,ירדן קברנה סוביניון,0,29990,0,,יחידה,0,0,ירדן קברנה סוביניון 15,,,,,,,,,,,,,,,,,,,,,,,,1
0742901951646,נקניקיות מרגז,0,2990,0,,יחידה,0,0,נקניקיות מרגז,,,,,,,,,,,,,,,,,,,,,,,,1
0742901951660,לשון מעושן פרוס,0,3290,0,,יחידה,0,0,לשון מעושן פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0742901951677,פנצ'טה איטלקי,0,4590,0,,יחידה,0,0,פנצ'טה איטלקי,,,,,,,,,,,,,,,,,,,,,,,,1
0742901951684,נקניק מוסקבאי,0,2690,0,,יחידה,0,0,נקניק מוסקבאי,,,,,,,,,,,,,,,,,,,,,,,,1
0742901951691,נקניק אודסה,0,2690,0,,יחידה,0,0,נקניק אודסה,,,,,,,,,,,,,,,,,,,,,,,,1
0742901951714,נקניק לבוב פרוס,0,2690,0,,יחידה,0,0,נקניק לבוב פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0742901951721,קבנוס אסאדו שלם,0,4790,0,,יחידה,0,0,קבנוס אסאדו שלם,,,,,,,,,,,,,,,,,,,,,,,,1
0750536639372,מארז מרגריטה עם קואר,0,13490,0,,יחידה,0,0,מארז מרגריטה עם קוארבו גולד,,,,,,,,,,,,,,,,,,,,,,,,1
0750536639396,מארז בולדוג 700 מל,0,10990,1570,12,100 מל,70000,0,מארז בולדוג 700 מל + טוניק,,,,,,,,,,,,,,,,,,,,,,,,1
0753182231761,בלו סיקס משקה אנרגיה,0,500,200,12,100 מל,25000,0,בלו סיקס משקה אנרגיה זירו 250 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0753182340302,מזרח ומערב יבוא קינג,0,1240,0,,יחידה,0,0,מזרח ומערב יבוא קינגדאו אבקת וואסבי 35ג,,,,,,,,,,,,,,,,,,,,,,,,1
0780001388083,מנגל פח קטן,0,2490,0,,יחידה,0,0,מנגל פח קטן,,,,,,,,,,,,,,,,,,,,,,,,1
0781682114765,צויה קלאסיק 15% 750,0,9990,1332,12,100 מל,75000,0,צויה קלאסיק 15% 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0781682114796,צויה שיסו 15% 750 מ,0,9490,1265,12,100 מל,75000,0,צויה שיסו 15% 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0783495148111,מנגל טורקי קטן + רגל,0,4990,0,,יחידה,0,0,מנגל טורקי קטן + רגליים,,,,,,,,,,,,,,,,,,,,,,,,1
0783495148135,מנגל טורקי גדול + רג,0,9990,0,,יחידה,0,0,מנגל טורקי גדול + רגליים,,,,,,,,,,,,,,,,,,,,,,,,1
0783495148142,מנגל טורקי גדול + רג,0,9990,0,,יחידה,0,0,מנגל טורקי גדול + רגליים גבוהות,,,,,,,,,,,,,,,,,,,,,,,,1
0783495148159,מנגל טורקי שחור פח +,0,2990,0,,יחידה,0,0,מנגל טורקי שחור פח + רשת,,,,,,,,,,,,,,,,,,,,,,,,1
0783495531432,נקניק פריזאי פרוס,0,2690,0,,יחידה,0,0,נקניק פריזאי פרוס,,,,,,,,,,,,,,,,,,,,,,,,1
0783495531449,פייקון עגל,0,2590,0,,יחידה,0,0,פייקון עגל,,,,,,,,,,,,,,,,,,,,,,,,1
0783495531456,נקניקיות מרגז כבש,0,2990,0,,יחידה,0,0,נקניקיות מרגז כבש,,,,,,,,,,,,,,,,,,,,,,,,1
0783495531463,פסטרמי מנתך פקניה,0,3990,0,,יחידה,0,0,פסטרמי מנתך פקניה,,,,,,,,,,,,,,,,,,,,,,,,1
0783495531470,פסטרמי מנתח צאך,0,3390,0,,יחידה,0,0,פסטרמי מנתח צאך,,,,,,,,,,,,,,,,,,,,,,,,1
0786150000281,לף בראון שישייה 330,0,4990,1512,12,100 מל,33000,0,לף בראון שישייה 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0787269006133,מנגל טורקי  קטן,0,4990,0,,יחידה,0,0,מנגל טורקי  קטן,,,,,,,,,,,,,,,,,,,,,,,,1
0787269006140,מנגל טורקי גדול,0,9990,0,,יחידה,0,0,מנגל טורקי גדול,,,,,,,,,,,,,,,,,,,,,,,,1
0790006960320,פטריות שמפיניון   יח,0,2690,0,,יחידה,0,0,פטריות שמפיניון   יחידה,,,,,,,,,,,,,,,,,,,,,,,,1
0800245025006,ורדי תות כשר,0,2490,0,,יחידה,0,0,ורדי תות כשר,,,,,,,,,,,,,,,,,,,,,,,,1
0800570283607,יין מבעבע מרטיני אסט,0,7490,999,12,100 מל,75000,0,יין מבעבע מרטיני אסטי 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0808349341408,צידנית 14 ליטר,0,11990,0,,יחידה,0,0,צידנית 14 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
0808349349602,צידנית 30 ליטר,0,15990,0,,יחידה,0,0,צידנית 30 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
0808349349701,צידנית 60 ליטר,0,17990,0,,יחידה,0,0,צידנית 60 ליטר,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030002,מלח הימלאיה ורוד מטח,0,2590,785,11,100 גרם,33000,0,מלח הימלאיה ורוד מטחנה 330 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030019,מלח ים גס מטחנה 330,0,2590,785,11,100 גרם,33000,0,מלח ים גס מטחנה 330 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030026,פלפל שחור שלם מטחנה,0,2590,1727,11,100 גרם,15000,0,פלפל שחור שלם מטחנה 150 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030255,עמבה לשוארמה 500 גרם,0,1290,258,11,100 גרם,50000,0,עמבה לשוארמה 500 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030286,רוטב נפאלי 370 גרם,0,1390,0,,יחידה,0,0,רוטב נפאלי 370 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030798,תבלין בירייאני נפטון,0,1290,1290,11,100 גרם,10000,0,תבלין בירייאני נפטון 100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030811,תבלין גרמסלה 100 גרם,0,1290,1290,11,100 גרם,10000,0,תבלין גרמסלה 100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030835,תבלין מסלת בשר נפטון,0,1290,1290,11,100 גרם,10000,0,תבלין מסלת בשר נפטון  100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030842,תבלין מסלת דגים נפטו,0,1290,1290,11,100 גרם,10000,0,תבלין מסלת דגים נפטון 100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250030873,תבלין טנדורי נפטון,0,1290,1290,11,100 גרם,10000,0,תבלין טנדורי נפטון  100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031122,ציפוי לשניצל פירורי,0,990,381,11,100 גרם,26000,0,ציפוי לשניצל פירורי לחם בסגנון פאנקו 260,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031344,רוטב שזיפים 340 גרם,0,1290,0,,יחידה,0,0,רוטב שזיפים 340 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031467,תערובת תיבול מלח ופל,0,1290,645,11,100 גרם,20000,0,תערובת תיבול מלח ופלפל שחור גס 200 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031474,בזיליקום 30 גרם,0,1290,0,,יחידה,0,0,בזיליקום 30 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031481,שמיר 25 גרם,0,1290,0,,יחידה,0,0,שמיר 25 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031498,פלפל אנגלי 80 גרם,0,1290,0,,יחידה,0,0,פלפל אנגלי 80 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031504,תערובת תיבול בהרט לק,0,1290,0,,יחידה,0,0,תערובת תיבול בהרט לקובה 100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031511,רוזמרין 40 גרם,0,1290,0,,יחידה,0,0,רוזמרין 40 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031528,כוסברה עלים 30 גרם,0,1290,0,,יחידה,0,0,כוסברה עלים 30 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0811250031535,תערובת תיבול חוויאג',0,1290,0,,יחידה,0,0,תערובת תיבול חוויאג' לקפה 100 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0830296000053,שוקומצה 200 גרם,0,1490,745,11,100 גרם,20000,0,שוקומצה 200 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0830296000121,מצות ירושלים שיפון 3,0,1390,463,11,100 גרם,30000,0,מצות ירושלים שיפון 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0830296000275,מצה שיפון 300 גרם,0,1390,463,11,100 גרם,30000,0,מצה שיפון 300 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0830296000466,פנקייק מיקס 400 גרם,0,1190,298,11,100 גרם,40000,0,פנקייק מיקס 400 גרם,,,,,,,,,,,,,,,,,,,,,,,,1
0835811000907,כוסות יין מעוטרות 50,0,990,0,,יחידה,0,0,כוסות יין מעוטרות 50 יח כסף,,,,,,,,,,,,,,,,,,,,,,,,1
0835811001652,כוס לשתיה קרה בירה 3,0,890,0,,יחידה,0,0,כוס לשתיה קרה בירה 330 סמק 40 יח,,,,,,,,,,,,,,,,,,,,,,,,1
0835811004301,הנמל צלחות 10,0,2190,0,,יחידה,0,0,הנמל צלחות 10,,,,,,,,,,,,,,,,,,,,,,,,1
0835811004318,צלחות ונציה גדול שקו,0,1890,0,,יחידה,0,0,צלחות ונציה גדול שקוף נצנצים 10 יח,,,,,,,,,,,,,,,,,,,,,,,,1
0835811004448,קערה פסים לסלט בינונ,0,690,0,,יחידה,0,0,קערה פסים לסלט בינונית עגולה 1 יח,,,,,,,,,,,,,,,,,,,,,,,,1
0835811005117,קערה מעוטרת קטנה,0,590,0,,יחידה,0,0,קערה מעוטרת קטנה,,,,,,,,,,,,,,,,,,,,,,,,1
0835811005148,מגש עגול פסים,0,1090,0,,יחידה,0,0,מגש עגול פסים,,,,,,,,,,,,,,,,,,,,,,,,1
0835811005193,מגש עגול פסים 14 אינ,0,1090,0,,יחידה,0,0,מגש עגול פסים 14 אינג,,,,,,,,,,,,,,,,,,,,,,,,1
0835811005209,מגש עגול פסים 12 אינ,0,490,0,,יחידה,0,0,מגש עגול פסים 12 אינג,,,,,,,,,,,,,,,,,,,,,,,,1
0835811005223,קערה שקוף מרובע,0,790,0,,יחידה,0,0,קערה שקוף מרובע,,,,,,,,,,,,,,,,,,,,,,,,1
0835811008910,הנמל ליפתניות להגשה,0,990,124,,יחידה,800,0,הנמל ליפתניות להגשה 8 יחידות,,,,,,,,,,,,,,,,,,,,,,,,1
0835811009085,קערה בינונית לסלט,0,590,0,,יחידה,0,0,קערה בינונית לסלט,,,,,,,,,,,,,,,,,,,,,,,,1
0835811009139,ליפתנית מרובעות 10 י,0,1090,109,,יחידה,1000,0,ליפתנית מרובעות 10 יח,,,,,,,,,,,,,,,,,,,,,,,,1
0835811009238,הנמל שיפודים ענק,0,700,28,,יחידה,2500,0,הנמל שיפודים ענק,,,,,,,,,,,,,,,,,,,,,,,,1
0835811009351,כוסות קריסטל 18 יח,0,1290,72,,יחידה,1800,0,כוסות קריסטל 18 יח,,,,,,,,,,,,,,,,,,,,,,,,1
0835811009788,מזלג מוכסף 20 יח מהד,0,700,35,,יחידה,2000,0,מזלג מוכסף 20 יח מהדרין,,,,,,,,,,,,,,,,,,,,,,,,1
0835811009795,כוסות מרובעות קריסטל,0,1690,85,,יחידה,2000,0,כוסות מרובעות קריסטל 20 יח,,,,,,,,,,,,,,,,,,,,,,,,1
0839743000011,שירז ילו טייל 750 מ,0,5490,732,12,100 מל,75000,0,שירז ילו טייל 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0839743000035,יין ילו טייל - מרלו,0,5490,732,12,100 מל,75000,0,יין ילו טייל - מרלו 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0839743000042,יילו טייל קברנ ה סוב,0,5490,732,12,100 מל,75000,0,יילו טייל קברנ ה סוביניון 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0839743000127,יין ילו טייל שיראז,0,5490,732,12,100 מל,75000,0,יין ילו טייל שיראז  קברנה 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0839743000332,שירז גרנאש 750 מל,0,5490,732,12,100 מל,75000,0,שירז גרנאש 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0844510012289,יין מוסדי רוזה 750 מ,0,7490,0,,יחידה,0,0,יין מוסדי רוזה 750 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0844510012500,יין ג'קובס  מוסקט קי,0,3990,798,12,100 מל,50000,0,יין ג'קובס  מוסקט קינוח 500 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013088,ג'רוזלם הילז - סובני,0,3990,0,,יחידה,0,0,ג'רוזלם הילז - סובניון בלאן לבן יבש,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013101,ג'רוזלם הילז - קברנה,0,3990,0,,יחידה,0,0,ג'רוזלם הילז - קברנה סובניון,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013125,ג'רוזלם הילז - מרלו,0,3990,0,,יחידה,0,0,ג'רוזלם הילז - מרלו,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013149,ג'רוזלם הילז - קברנה,0,3990,0,,יחידה,0,0,ג'רוזלם הילז - קברנה סובניון,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013187,ג'רוזלם הילז - מוסקט,0,3990,0,,יחידה,0,0,ג'רוזלם הילז - מוסקט קינוח,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013200,ג'רוזלם הילז - רוזה,0,3990,0,,יחידה,0,0,ג'רוזלם הילז - רוזה יבש,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013224,ג'רוזלם הילז - גווצט,0,3990,532,12,100 מל,75000,0,ג'רוזלם הילז - גווצטרמינר חצי מתוק,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013248,ג'רוזלם הילז - ריזלי,0,3990,0,,יחידה,0,0,ג'רוזלם הילז - ריזלינג חצי יבש,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013286,ג'רוזלם הילז - סילוו,0,3990,0,,יחידה,0,0,ג'רוזלם הילז - סילוור בלנד,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013309,ג'רוזלם הילז - רזרב,0,7499,0,,יחידה,0,0,ג'רוזלם הילז - רזרב,1203216,יין גרוזלם הילז ב 69.90,2021-07-05,00:00:00,2023-01-01,23:59:00,,,,,1,,,,,69.9,69.9,,,4,מחיר קבוע,1,רגיל,1
0844510013408,נח קברנה סוביניון,0,2990,0,,יחידה,0,0,נח קברנה סוביניון,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013422,נח מרלו,0,2990,0,,יחידה,0,0,נח מרלו,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013446,נח פטיט סירה,0,2990,0,,יחידה,0,0,נח פטיט סירה,,,,,,,,,,,,,,,,,,,,,,,,1
0844510013507,נח ריזלינג,0,2990,0,,יחידה,0,0,נח ריזלינג,,,,,,,,,,,,,,,,,,,,,,,,1
0857532000264,וודקה טראמפ סופר פרי,0,11000,11000,2,ליטר,100,0,וודקה טראמפ סופר פרימיום 1 ל,,,,,,,,,,,,,,,,,,,,,,,,1
0857532000271,וודקה טרמפ 700 מל,0,7990,1141,12,100 מל,70000,0,וודקה טרמפ 700 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0871480002786,בוואריה בטעם תות שיש,0,2490,755,12,100 מל,33000,0,בוואריה בטעם תות שישייה 330 מל,,,,,,,,,,,,,,,,,,,,,,,,1
0875213000600,בירה פטרוס דובדובן,0,1390,421,12,100 מל,33000,0,בירה פטרוס דובדובן 330 מל  PETRUS RED,1218582,בירה פיטרוס רד/גולדן  2 ב 22,2022-02-01,00:00:00,2022-04-03,23:59:00,,,,,2,,,,,22,11,,,4,מחיר קבוע,1,רגיל,1
